text,drug,sentiment,,,
"The thoracic surgeon described an incision in my ribs 3-4 inches, spreading my ribs, and inserting his hand to feel for the tumors so I am pretty clear that it is a thoracotomy.   I asked about VATS and robotic surgery and the response was they would use whatever means was necessary and he would remove as little tissue as possible but would remove any/all nodules.   This is the hospital that did my original lobectomy (lowest lobe of right lung) using the Da Vinci robotic system. While it was not the surgeonâ€™s first use of the system, I did not find out until after the surgery that it was the first time the system was used at this facility.  The surgeon who performed has moved to a different facility so this surgery would be performed by a different doctor who typically does a heart and a lung surgery daily so is very experienced according to his nurse.  I spoke with the office again and the oncologist  is insisiting the tissue be removed.  Part of me wonders if it is CYA since they never tested the new areas using either PET or biopsy before having me start Tarceva (which was the only option discussed with me when I was diagnosed.) cards7up â€“ I am not clear how to describe where the tumors are as the location isnâ€™t described in the reports.  It looks close to the spinal column and the surgeon suggested it was close to the heart.  The reports say there are a slight increase to the right upper lobe nodule currently measuring 1.4 x 0.9 cm, a stable subpleural nodule in the anterior right upper lobe measures 5 mm, and a stable 7 mm right internal mammary chain lymph node. Who does one call to request a second opinion/consult? UCLA, City of Hope, and USC are all within  driving distance.  Do I just choose one and call to ask for second opinion consult?  Is there a way to ask Dr. West for a second opinion?   		This reply was modified 1 year, 6 months ago by Â snickerdoodle531. 	  		This reply was modified 1 year, 6 months ago by Â snickerdoodle531. 	    		This reply was modified 1 year, 6 months ago by Â snickerdoodle531. 	  		This reply was modified 1 year, 6 months ago by Â snickerdoodle531.",tarceva,2,,,
"This site has some useful information:- Proliferative retinopathy  http://www.diabeticretinopathy.org.uk/proliferative.html Laser treatment  http://www.diabeticretinopathy.org.uk/laserdiabetic_retinopathy.html â€‹ Laser treatment ...for professionals  http://www.diabeticretinopathy.org.uk/laserdiabeticretinopathyprof.html Anti-VEGF  http://www.diabeticretinopathy.org.uk/lucentispatientsdr.htm Vitrectomy  http://www.diabeticretinopathy.org.uk/vitreous_hemorrhage.html The NHS requires 'informed consent' for treatments. If you don't feel you understand why a treatment is being offered, ask for further explanation. If you feel your team are not giving you the correct treatment, you could try asking for a second opinion although you have to balance that against delays to treatment:-",vitrectomy,2,,,
"Marlo: Is oral chemotherapy an option for people with MS? Professor David Baker, Researcher: Oh, Lemtrada by another name is called Alemtuzumab, yeah? And Alemtuzumab, if you take it apart, so â€˜mabâ€™ means itâ€™s a monoclonal antibody, â€˜alemâ€™ is just the name theyâ€™ve made up, â€˜tuâ€™ means it was originally made to treat cancer. So Alemtuzumabâ€™s a chemotherapy agent, but itâ€™s used to treat multiple sclerosis because we believe that MS is driven by the effect of the T cells and you can get T and B cell cancers, and thatâ€™s where alemtuzumabâ€™s used. So thatâ€™s one. Cladribine, essentially is another one. Mitoxantrone, another one. So thereâ€™s a lot of chemotherapy drugs that have actually been used in MS and they work because they kill active cells and the active cells are the white blood cells. So, yeah. Marlo: Right. Join the Shift.ms community: https://shift.ms/ Watch more videos here: https://shift.ms/msreporters https://www.facebook.com/shift.ms/ https://www.instagram.com/shiftdotms/ https://twitter.com/shiftms",cladribine,2,,,
"Hey Everyone- I know I have been quiet lately - frankly there hasn't been a lot of news to report... Current trials are in progress, not too many new ones opening lately. But I continue to watch closely   I expect the news-flow to increase when we hit the big news engines: the AACR & ASCO cancer conferences (especially ASCO) later this spring. I posted a blog today that talks about a crowdfunding effort for a new CRC trial at UCSD. It is based upon a good scientific idea and should be eligible to both KRAS-wt and KRAS-mut. It doses the EGFR inhibitor ""erlotinib"" at very high doses but only 2 days a week, the rest of the week is no treatment. The hypothesis (supported by data so far) is that this ""Cmax drive dosing"" may increase activity as well as decrease skin toxicity - but only doing the CRC trial will tell for sure. I plan to enter it as needed! Crowdfunding is being used to help pay for the trial start since the drug is almost off-patent. More details at the blog (second half):  http://adventuresinlivingterminallyopti ... cal-trial/ Cheers, -DK",erlotinib,2,,,
"I don't totally agree. If pharma won't come to the table which they won't until some approvals occur e.g ocrelizumab or cladribine, then we have to try. We haven't waited. DrK has been performing off label treatment. A proper study has been planned for some time but the knockout back was get pilot data before the funders will have a look. Whilst Donald trump is building walls we are trying to build bridges to move this forward",ocrelizumab,2,,,
"Apologies for such an open question on a subject that's kind of been covered before. I'll attempt to answer it myself ;-) here goes: Depends on the pwMS. If treating early enough choose (or switch to) Alemtuzumab after which most people drop to zero before recovery regardless of baseline count. I guess the same will apply to ocrelizumab. I have at last managed to print your guide to off-label cladribine and see the dose adjustment to avoid grade 4 lymphopaenia is fully explained, thank you. Is grade 3 lymphopaenia with teriflunomide such a bad thing? Maybe not, but is it worth it for the moderate benefit teriflunomide offers when we have better options available? I suppose there remains the option of sticking with CRAB drugs, I know how much you love those ;-) hahaha http://multiple-sclerosis-research.blogspot.com/2016/11/clinicspeak-neurospeak-not-all.html?m=0",ocrelizumab,2,,,
Straydog I have been walking lots. The burning stabbing pain is a little better today. Have not taken as many percocet and longer in between. The gi in hospital put me on entocort and said CT scan from last week looked good. We're waiting on follow up to start new med or retry humira or cimzia. I guess the nerve pain heels on its own?,cimzia,2,,,
"Humira actually gave me psoriasis. I started losing hair in round patches about 4 spots on my head. Size of a 2 euro coin. Dry scabby skin, and even bigger size on both of my knees. All cleared few weeks after my consultant put me off Humira.",humira,1,,,
"Ocrevus, which is intended for PPMS, will hopefully be approved by the FDA when it meets on March 28. Also, I believe that some PPMS/SPMS patients may be receiving Lemtrada infusions.",ocrevus,2,,,
"@nutshell88 , both Ocrevus and Stem Cell treatment look very encouraging. Time will tellâ€¦â€¦â€¦â€¦",ocrevus,0,,,
"Home Â» MS Information Â» Publications Â» MS Research Update 2017 Â» Siponimod (BAF312)  Siponimod (BAF312)  In this Section Main Article FDA-Approved Medications Experimental Medications New Directions in MS Research Closing Notes Approved Long-Term Treatments for MS (PDF) References Experimental Medications: NEW S1P Receptor Modulators Company: Novartis  Oral medication studied at several doses Being studied in SPMS Previous: Ofatumumab | Next: Ozanimod Siponimod is a drug with a mechanism of action similar to Gilenya. Like Gilenya, it works at the S1P receptor family to block the movement of lymph cells from lymph nodes, however, siponimod appears to interact with less of the receptors than Gilenya does â€“ with its primary actions at the S1P1 and the S1P5 receptors. Siponimod has a relatively short half-life compared to Gilenya, which means that the drug does not stay in the body as long. Researchers hope that these small differences will minimize cardiac issues. In RRMS, results from a Phase II dose-finding study of siponimod were reported in 2012. The trial had a complex design, with the primary goal to determine the most appropriate dose to carry forward into future trials. Approximately 300 people participated in the study. At six months, the proportion of relapse-free patients was 84 percent for the 10 mg group, 92 percent for the 2 mg group, and 77 percent for the 0.5 mg group, as compared to 72 percent in the placebo group. After six months, the ARR (annualized relapse rate) was lower for the individuals who were taking one of the three higher doses. Additionally, regarding MRI parameters, the 2 mg dose reached statistical significance versus placebo, with a reduction in active lesions of approximately 80 percent. Some of the most exciting news in MS research from the last year surrounded the announcement of the results of EXPAND, a Phase III trial of siponimod in SPMS . 18 The trial randomized 1,651 patients with SPMS to siponimod versus placebo in a 2:1 ratio (two times as many patients were given siponimod versus placebo). The primary endpoint of the EXPAND trial was time to three-month confirmed disability progression (CDP). CDP was met when a participant developed an increase in his or her disability that is confirmed by a repeat exam three-months later. This trial was able to show a small, yet statistically significant, decrease in three-month CDP of 21 percent in those on the study drug compared to those on placebo. Participants in the siponimod arm also showed 23.4 percent slower decrease in their brain volume as compared to placebo. However, no difference was observed between the two groups in changes in the timed 25-foot-walk. Relapses were decreased in the group taking siponimod. Overall, patients tolerated the drug well, though more serious adverse events and infections occurred in the siponimod group. Previous: Ofatumumab | Next: Ozanimod",gilenya,2,,,
"infliximab [rmc] Consumer Medicine Information  What is in this leaflet This leaflet answers some common questions about INFLECTRAâ„¢. It does not contain all the available information. It does not take the place of talking to your doctor or pharmacist. All medicines have risks and benefits. Your doctor has weighed the risks of you using INFLECTRAâ„¢ against the benefits it is expected to have for you. If you have any concerns about being given this medicine, ask your doctor or pharmacist. Keep this leaflet. You may need to read it again.  What INFLECTRAâ„¢ is used for INFLECTRAâ„¢ contains the active ingredient, infliximab. INFLECTRAâ„¢ is an approved biosimilar medicine. Comparability in safety, efficacy and quality between INFLECTRAâ„¢ and the reference product has been established. Infliximab is a monoclonal antibody that is produced from human and mouse proteins by recombinant technology. Monoclonal antibodies are proteins that recognise and bind to certain special proteins in the body. Infliximab acts by binding to a special protein in the body called tumour necrosis factor alpha (TNFÎ±). In people with diseases such as Crohn's disease, ulcerative colitis, rheumatoid arthritis, ankylosing spondylitis, psoriatic arthritis and psoriasis, the body produces too much TNFÎ±, which can cause the body's immune system to attack normal healthy parts of the body. INFLECTRAâ„¢ can block the damage caused by too much TNFÎ±.  Rheumatoid arthritis Rheumatoid arthritis is an inflammatory disease of the joints. INFLECTRAâ„¢ is used to reduce the signs and symptoms of rheumatoid arthritis and to prevent damage to the joints. You will also be given a disease-modifying medicine called methotrexate.  Ankylosing Spondylitis Ankylosing spondylitis is an inflammatory disease of the spine. INFLECTRAâ„¢ can reduce the signs and symptoms of ankylosing spondylitis, thereby improving physical function.  Psoriatic arthritis Psoriatic arthritis is an inflammatory disease of the joints in which psoriasis usually occurs in association with arthritis. Often the fingers and toes are affected, although it may occur in other parts of the body. INFLECTRAâ„¢ is used to reduce the signs and symptoms of psoriatic arthritis and improve the physical function in adults who have not responded well enough to previous treatments with other disease-modifying anti-rheumatic drugs (DMARDS). INFLECTRAâ„¢ may be given alone or in combination with methotrexate.  Psoriasis Psoriasis is an inflammatory disease of the skin. INFLECTRAâ„¢ is used to treat patients with moderate to severe psoriasis who have not responded well enough to treatments such as phototherapy or conventional systemic treatments, or when these treatments are not appropriate.  Crohn's disease Crohn's disease is a chronic inflammatory disease of the bowel. It may also affect any part of the gut. INFLECTRAâ„¢ is used to treat moderate to severe Crohn's disease in adult patients and in children and adolescent patients (6 to 17 years old) who have not responded well enough to other treatments. INFLECTRAâ„¢ can also reduce the number of abnormal openings from the bowel through the skin (called draining enterocutaneous fistula), a common complication of Crohn's disease.  Ulcerative Colitis Ulcerative colitis is an inflammatory disease of the bowel. INFLECTRAâ„¢ is used to treat the signs and symptoms of ulcerative colitis in adult patients and in children and adolescent patients (6 to 17 years old) who have not responded well enough to other treatments. Do not give INFLECTRAâ„¢ to children with Crohn's disease or ulcerative colitis who are younger than 6 years. Do not give INFLECTRAâ„¢ to children and adolescents with any other disease. Your doctor, however, may prescribe INFLECTRAâ„¢ for another purpose. Ask your doctor if you have any questions about why INFLECTRAâ„¢ has been prescribed for you.  Before you are given INFLECTRAâ„¢ When you must not be given it Do not use INFLECTRAâ„¢ if you have an allergy to mouse proteins or any of the ingredients listed at the end of this leaflet. Some of the symptoms of an allergic reaction to INFLECTRAâ„¢ may include skin rash, hives, fatigue, wheezing, difficulty in breathing, and/or low blood pressure. Do not use INFLECTRAâ„¢ if you have severe infections such as tuberculosis and infected abscesses, a repeating infection or have had repeating infections. Do not use INFLECTRAâ„¢ if you are already taking another medicine for arthritis, which contains the substance called anakinra. If you have never been given INFLECTRAâ„¢ and have congestive heart failure, you should not use it.  Before you are given it Tell your doctor if you: currently have an infection, or if you are prone to infections, or if you have a history of infections INFLECTRAâ„¢ may affect the normal immune response. You might get infections more easily. Some cases of serious infections, including tuberculosis (TB) and sepsis have been reported in patients treated with INFLECTRAâ„¢. have ever had or been in close contact with TB, even if you were treated for it. have ever had or had been in close contact with hepatitis B Reactivation of hepatitis B have been reported in people treated with TNFÎ± blockers. However, these reports are very rare. have lived in or travelled to an area where fungal infections called histoplasmosis, coccidioidomycosis, or blastomycosis are common. Ask your doctor if you don't know if these infections are common in the area in which you have lived in or travelled to. These infections are caused by fungus that can affect the lungs or other parts of your body. have had cancer A type of blood cancer called lymphoma has been reported in patients receiving TNF blockers. The reports are rare but are more frequent than expected for people in general. Cancers, other than lymphoma, have also been reported. have a long history of Crohn's disease rheumatoid arthritis, ankylosing spondilitis or psoriatic arthritis, especially if you have a highly active disease and/or have been taking medicine that reduces the activity of the body's natural defences. You may be more likely to develop infections and lymphomas than people in general, even without receiving TNF blockers such as INFLECTRAâ„¢. are pregnant or plan to become pregnant Like most medicines, INFLECTRAâ„¢ is not recommended in pregnancy. You must use adequate contraception to avoid falling pregnant. are breast-feeding Like most medicines, INFLECTRAâ„¢ is not recommended while breast-feeding. It is not known whether INFLECTRAâ„¢ passes into breastmilk. have or have had a disease that affects the nervous system such as multiple sclerosis and seizures, or if you experience any numbness, weakness, tingling, or sight disturbances. suffer from congestive heart failure. Steps must be taken to monitor any changes to your condition during treatment with INFLECTRAâ„¢. have ongoing blood disorders or a history of blood disorders. are scheduled to receive any vaccines Patients receiving INFLECTRAâ„¢ should not receive some types of vaccines. Your doctor will discuss with you the benefits of using INFLECTRAâ„¢ against the potential risks.  Taking or being given other medicines Tell your doctor if you are taking any other medicines, including any that you buy without a prescription from your pharmacy, supermarket or health food shop. Some medicines may affect the way other medicines work. Do not use INFLECTRAâ„¢ if you are already taking another medicine for arthritis, which contains the substance anakinra. Tell your doctor if you are already taking another medicine for arthritis which contains the substance abatacept. Tell your doctor if you are receiving other treatments for rheumatoid arthritis for ankylosing spondilitis for psoriatic arthritis for psoriasis, such as phototherapy or other treatments for Crohn's disease or ulcerative collitis to prevent rejection in organ transplantation. Tell your doctor you are taking INFLECTRAâ„¢ before receiving any vaccinations. Some vaccinations should not be given while you are being treated with INFLECTRAâ„¢. Your doctor or pharmacist will be able to tell you what to do when being given INFLECTRAâ„¢ with other medicines.  How INFLECTRAâ„¢ is given INFLECTRAâ„¢ is only available on prescription. INFLECTRAâ„¢ is given in a drip into a vein (called an infusion) over at least 2 hours. If you were able to tolerate the first 3 two-hour infusions, your doctor may decide to give your next INFLECTRAâ„¢ infusions over a period of not less than 1 hour. For children and adolescents (6-17 years) the infusion is given over at least 2 hours. A period of observation follows treatment.  Rheumatoid arthritis The recommended starting dose is an infusion of 3 mg/kg. You will get additional doses of 3 mg/kg at 2 and 6 weeks after your first infusion and then every 8 weeks after that. If, after 12 weeks of treatment, your arthritis does not respond well enough to the 3 mg/kg dose, your doctor may decide to gradually increase your dose to a maximum of 7.5 mg/kg every 8 weeks. You will also be taking methotrexate as part of your treatment.  Ankylosing Spondylitis The recommended starting dose is an infusion of 5 mg/kg. You will get additional doses of 5 mg/kg at 2 and 6 weeks after your first infusion and then every 6 weeks after that.  Psoriatic arthritis The recommended starting dose is an infusion of 5 mg/kg. You will receive additional doses of 5 mg/kg at 2 and 6 weeks after your first infusion, then every 8 weeks after that. INFLECTRAâ„¢ may be given alone or in combination with methotrexate.  Psoriasis The recommended starting dose is an infusion of 5 mg/kg. You will get additional doses of 5 mg/kg at 2 and 6 weeks after your first infusion, and then every 8 weeks after that.  Crohn's disease The recommended starting dose for Crohn's disease in adults and in children and adolescents (6 to 17 years); and for closure of fistula in adult patients is an initial infusion of 5 mg/kg followed by additional doses of 5 mg/kg at 2 and 6 weeks after your first infusion, and then every 8 weeks after that. In some cases, your doctor may decide to increase your dose up to 10 mg/kg.  Ulcerative colitis The recommended starting dose for ulcerative colitis in adults and in children and adolescents (6 to 17 years) is an infusion of 5 mg/kg. You will get additional doses of 5 mg/kg at 2 and 6 weeks after your first infusion, and then every 8 weeks after that.  While you are being given INFLECTRAâ„¢ Things you must do Tell your doctor, nurse or pharmacist if the medicine starts to upset you or your symptoms become worse. Tell your doctor or dentist that you are being treated with INFLECTRAâ„¢ before you undergo any surgical procedures. Tell your doctor: if symptoms of TB (persistent cough, weight loss, listlessness, fever), or any other infection appear. Do this immediately. if symptoms of hepatitis B (upset stomach, loss of appetite, vomiting, tiredness, dark yellow or brown urine, and yellow eyes or skin) appear. You must do this immediately. that you are taking INFLECTRAâ„¢ before receiving any vaccinations. Some vaccinations should not be given while you are being treated with INFLECTRAâ„¢. You should continue to take adequate contraceptive measures to avoid pregnancy. Your doctor will also advise you not to breastfeed.  Things to be careful of Tell your doctor if you think you have an infection. INFLECTRAâ„¢ may affect the normal immune response. There is a possibility that you may be more prone to infections. You will be watched closely for signs of infection. Tell your doctor immediately if you develop a skin rash or hives. Your doctor may discontinue INFLECTRAâ„¢ until the symptoms go away and then begin giving the medicine again. Symptoms will resolve with appropriate treatment. If you suffer from congestive heart failure, tell your doctor immediately if your condition worsens. INFLECTRAâ„¢ is unlikely to make you drowsy. If you are tired, do not drive a car or work with machinery.  Side effects Tell your doctor, nurse, or pharmacist as soon as possible if you do not feel well while you are being given INFLECTRAâ„¢. All medicines can have side effects. Sometimes they are serious, most of the time they are not. You may need medical treatment if you get some of the side effects. Generally, patients with rheumatoid arthritis, Crohn's disease, ankylosing spondylitis, psoriatic arthritis, or psoriasis already take several medicines to treat their disease. These medicines may themselves cause side effects. If you get additional side effects or any new symptoms, please tell your doctor. Ask your doctor or pharmacist to answer any questions you may have. Do not be alarmed by the following list of possible side effects. You may not experience any of them. During the infusion of INFLECTRAâ„¢ the following reactions may occur: fever or chills itchiness or hives chest pain low blood pressure high blood pressure shortness of breath These reactions are more likely to occur during the first and second infusion but may also appear up to six months after the last infusion. Tell your doctor immediately if you notice any of the following: pain or tenderness in chest, muscles, joints or jaw swelling of the hands, feet, ankles, face, lips, mouth or throat, which may cause difficulty in swallowing or breathing fever muscle pains joint pains tiredness abnormal chest sounds rash itching symptoms that may indicate heart failure, e.g. shortness of breath, especially with exercise or lying down, or swelling of your feet. Tell your doctor or nurse as soon as possible if you notice any of the following: headache nausea or vomiting dizziness and light-headedness fatigue fever rash hives itching sore throat coughing hoarseness shortness of breath chest pain back pain muscle pain abdominal pain indigestion diarrhoea weight loss, muscle wasting problems with urination changes in the way your heart beats, for example, if you notice it beating faster flushing dry skin or increased sweating fluid retention new onset of psoriasis, mainly on the soles of the feet and on palms worsening of rheumatoid arthritis. There have been very rare cases where people taking INFLECTRAâ„¢ have developed liver problems. Signs that you could be having a problem include: jaundice (skin and eyes turning yellow) dark-brown coloured urine right-sided abdominal pain fever severe fatigue (tiredness). You should contact your doctor immediately if you develop any of these symptoms. Tell your doctor if you notice any other effects. Most of the side effects are mild to moderate in severity. Other side effects not listed above may also occur in some patients. Some side effects may appear up to six months after the last infusion.  Cancers In clinical studies, more cancers were seen in patients who received TNF-blockers, including INFLECTRAâ„¢, than patients who did not receive these treatments. In children and adults being treated with TNF-blockers, the chances of getting lymphoma or other cancers may increase. It should be noted, however, that patients with longstanding and active rheumatoid arthritis or Crohn's disease may already have a higher risk for developing cancers even without TNF-blockers, making it difficult to estimate the risk of developing cancers in these patients. Nevertheless, the role of TNFblockers in the development of cancers cannot be excluded. A rare type of cancer called Hepatosplenic T-cell Lymphoma (HSTCL) has been reported rarely in adolescents and young adults with Crohn's disease or ulcerative colitis who have received INFLECTRAâ„¢. All of these patients were also receiving drugs known as azathioprine or 6-mercaptopurine. No cases of HSTCL have been reported in patients receiving INFLECTRAâ„¢ only. HSTCL often results in death. The role of TNF blockers in the development of cancers in children and adolescents remain unclear. Talk to your doctor if you are concerned about this. Skin cancers (melanoma, Merkel cell carcinoma, basal cell carcinoma and squamous cell carcinoma) have been reported rarely in patients treated with TNFblockers, including INFLECTRAâ„¢. Tell your doctor if you notice any new skin lesions during or after therapy or if existing lesions change appearance. Patients with a lung disease called Chronic Obstructive Pulmonary Disease and who have a history of heavy smoking may have an increased risk for getting cancer while being treated with INFLECTRAâ„¢.  After INFLECTRAâ„¢ has been stopped Tell your doctor immediately if: you notice any of the following side effects, even if they occur several weeks after stopping treatment with INFLECTRAâ„¢. - skin rash or hives - frequent infections symptoms of TB (persistent cough, weight loss, listlessness, fever), or any other infection appear. symptoms of hepatitis B (upset stomach, loss of appetite, vomiting, tiredness, dark yellow or brown urine, and yellow eyes or skin) appear. These symptoms may appear several months after your last INFLECTRAâ„¢ treatment. You should continue to take adequate contraceptive measures to avoid pregnancy for at least 6 months after the last infusion of INFLECTRAâ„¢. Your doctor will advise you not to breastfeed for at least 6 months after your last infusion of INFLECTRAâ„¢. Tell your doctor if you notice any other effects.  Storage INFLECTRAâ„¢ should be stored at 2Â°C to 8Â°C (Refrigerate.) Do not use beyond the expiry date. INFLECTRAâ„¢ vials are for single use only. Any unused portion should be discarded.  Product description What it looks like INFLECTRAâ„¢ comes as a white powder in a glass vial.  Ingredients Active ingredient: Infliximab [rmc] 100 mg per vial Inactive ingredients: monobasic sodium phosphate monohydrate dibasic sodium phosphate dihydrate sucrose polysorbate 80  Sponsor Pfizer Australia Pty Ltd ABN 50 008 422 348 38-42 Wharf Road West Ryde NSW 2114 Australia Toll Free number: 1800 675 229  Australian Registration Number AUST R 217066",inflectra,2,,,
"Hi, Dr. West, We heard so much about your expertise in BAC lung cancer.  We would like to ask you some questions.  Please help!  To save your time, I make her story short. In July 2011, my wife had stage IB lung cancer.  She was 46 years old then.  She is eastern Asian, non smoker.  She had her right upper lobe removed. The single tumor was 3.2 cm.  Pathology report stated that her cancer was adenocarcinoma mixed subtype (papillary, bronchioloalveolar, and acinar), well differentiated,  visceral pleural invasion present.  All lymph nodes are negative. Nowhere else had cancer. She finished 4 rounds of cisplatin/alimta chemotherapy in November 2011.  She had follow up CT or PET Scans every year since 2012. In February 2015, CT discovered that she had a new 7mm nodule at right lower lobe.  Then the nodule was measured at 6mm in April 2015 PET Scan and July 2015 CT,  9mm in January 2016 PET Scan, 6mm in February 2016 CT and 10mm in June 2016 CT.  Two new smaller nodules (both 3mm) at right lower lobe were discovered in June 2016 CT, too.  We had a biopsy in July and pathology confirmed that the big nodule is the same cancer as in year 2011. Her doctor recommends Tarceva as next therapy. Given the history above, I have the following questions: Does my wifeÃ¢â‚¬â„¢s adenocarcinoma have BAC features? Is her lung cancer considered slow growing? Is Tarceva the best therapy she should have now? Do you think you can help her and she needs to schedule appointment to see you? Many Thanks!",tarceva,2,,,
"In December 2016, the New England Journal of Medicine published the spectacular results from a pair of major international clinical trials led by Hauser, confirming that ocrelizumab can block the inflammation that drives the disease. The trials, known as OPERA I and OPERA II, compared the effectiveness and safety of ocrelizumab to that of interferon beta-1a, the current standard treatment for relapsing-remitting MS. Ocrelizumab cut annual relapse rates by 47 percent, reduced disability by 43 percent and shrank inflammatory lesions in the brain by 95 percent compared to interferon. A separate clinical trial, known as ORATORIO, found that ocrelizumab could modestly slow the advance of primary progressive MS, which until now has been resistant to treatment. These Phase III trials have shown that ocrelizumab, an antibody that targets the CD20 molecule on the surface of B cells, is extremely effective for relapsing-remitting MS, which is caused by B cells circulating in the blood and bound for the nervous system where they orchestrate inflammation. These B cells â€“ about 2 percent of the B cells in the body â€“ are destroyed reliably and for several months with each dose of ocrelizumab treatment, which is given by infusion every six months. The trials were sponsored by F. Hoffman-La Roche (Roche), the company that holds the patent on ocrelizumab. â€œThe availability of a highly effective and well-tolerated treatment means that people at the dawn of their MS can be treated with a therapy that will essentially completely block the inflammation in myelin that causes relapses and remission,â€ said Hauser, chair of the UCSF Weill Institute for Neurosciences . â€œAnd we are optimistic that by doing so, the outlook over many years will be even more favorable than it is today.â€ Researchers believe that primary progressive MS is caused by the other 98 percent of our B cells that live in protected areas within brain tissue. Ocrelizumab is only modestly effective at targeting these hidden B cells. But it is nonetheless the first therapy to have any effect on primary progressive MS.  Hope for Patients Approval of ocrelizumab could mean a new outlook for patients such as Sarah Warto, one of Hauserâ€™s patients. Diagnosed with relapsing-remitting MS as a college student more than a decade ago, Warto has experienced several bouts of disease symptoms that have ranged from impaired depth perception to difficulty walking. Her most recent flare-up occurred after sheâ€™d given birth to her daughter two years ago. â€œI had a fairly severe attack that really limited my ability to use my leg. I could walk for a minute, and then after a minute it was like a totally different person had taken over my body,â€ she said. With ocrelizumab on the horizon, she dreams of a future free of relapses, especially as she thinks of having a second child.  Finding a Better Model The approval of ocrelizumab marks a shift in the treatment of MS that has been several decades in the making and one that has overcome many hurdles. Just 15 years ago, Hauser and his colleagues were told by the National Institutes of Health that his proposal to test a B-cell-targeting MS drug lacked â€œbiological plausibility.â€ At the time, it was still widely accepted that another type of immune cell, known as T cells, were the culprits behind MS â€“ an idea based on an inaccurate mouse model of the disease. In the mice, researchers could transmit an MS-like condition from one animal to another simply by transferring T cells, but the underlying tissue changes in the mice did not closely resemble those in human MS. Nevertheless, most researchers shrugged off the discrepancy and continued to rely on these models. When Hauser started his own laboratory at Harvard University in 1986, he set out to find a model of MS that had more fidelity to the human disease. This work continued after he moved to UCSF in 1992 to become professor and chair of the Department of Neurology. After many years of setbacks, Hauser in the mid-1990s, together with postdoctoral fellows Luca Massacesi and Claude Genain, developed a new animal model that replicated the behavioral and tissue changes seen in human MS. The new model led to what Hauser calls their first eureka moment: when they saw antibodies tightly bound to the degenerating myelin proteins. These were the same antibodies that could be detected in the spinal fluid of patients with MS, and had long been used as a diagnostic marker for MS â€“ yet considered to be insignificant to the disease mechanism because they were produced by B cells rather than T cells. Here they were, clearly complicit in the disease. In the new animal model, researchers found they could transmit the MS-like condition from one animal to another only if they transferred antibodies and B cells along with T cells. â€œThis was a paradigm change for the field,â€ said Hauser. He and his team now believed that antibodies working alongside T cells were key to the myelin destruction. It would be another couple of years before they realized they still hadnâ€™t hit the nail on the head.  A Second Eureka Moment As a clinician-scientist, Hauser was eager to apply their laboratory discoveries toward a new therapy. He and colleagues wrote a grant to the NIH, proposing to test an existing cancer drug, rituximab, that targeted B cells and had been approved for B cell lymphoma. They hoped that in MS patients, the B-cell killing drug would stop the production of antibodies causing the inflammation. The NIH dismissed their proposal, suggesting they would be funded only if they switched to a T-cell therapy. â€œWe were devastated,â€ said Hauser. â€œBut we were not ready to quit.â€ In 2001, he approached Genentech, the maker of rituximab, and after 18 months of discussions and what everyone acknowledged were low chances of success, they began a preliminary trial that would allow them to test one dose of the drug. Because antibodies are not produced directly by B cells, but by long-living intermediate cells known as plasma cells that would not be directly targeted by the drug, Hauser and his team believed it would take several doses of the drug to eliminate the antibodies. â€œWe were hoping that with one dose we would see a tiny little effect that would give us courage to embark on longer studies,â€ said Hauser. Instead, they saw an effect far more dramatic than they imagined. â€œThere was an almost immediate and nearly complete blockade of all new inflammation in the people who had received the drug,â€ said Hauser. The stunning results after just one dose told them two things. â€œFirst that we had something that was likely to help many hundreds of thousands of people, and second that the science that had driven the experiments was wrong,â€ said Hauser. It was almost certainly not the antibodies instigating the nerve damage, a process that wouldâ€™ve taken longer to reverse, but the B cells themselves.  Importance of Clinician-Scientists Crosstalk between bench and bedside was key to solving the mystery of MS, and clinician-scientists like Hauser are essential conduits. â€œClinician-scientists are always working in two areas,â€ he said. â€œWe want to understand as deeply as possible the cause of the disease weâ€™re studying, and we also feel responsible for driving that understanding forward for better therapies today.â€ A few years later, Genentech, by then acquired by Roche, developed ocrelizumab, a newer B-cell targeting drug designed to be safer and easier to administer. That set the drug on the path for clinical studies and, ultimately, approval for patients. â€œMy hope is that ocrelizumab will make a life-changing difference for many hundreds of thousands of people with MS today, and many more who may develop MS in the future,â€ said Hauser.",ocrelizumab,2,,,
Anyone have experience with immunitherapy(keytruda) forigo?,keytruda,2,,,
"@holtyc Hi, i just wanted to add if you donâ€™t get Cladribine in the end donâ€™t get too crossed about it. We all tend to be hooked to any possibility of stopping ms but I believe there is nothing there . I havenâ€™t seen anything that a hundred percent will stop any type of ms. My best advice after spending nine years of my life reading all about MS is forget about it and live your life , nothing is going to stop ms. Get the most of life adapt to new changes ms will bring. It may sound a bit depressing but I believe thatâ€™s what it is .",cladribine,2,,,
Ocrevus is now being used in Canada hope we get it here soon,ocrevus,2,,,
